GeoFips,GeoName,LineCode,Description,2020
6000,California,74,        Social assistance,20031.3
6000,California,75,"    Arts, entertainment, recreation, accommodation, and food services",78060.6
6000,California,76,"      Arts, entertainment, and recreation",23450.6
6000,California,77,"        Performing arts, spectator sports, museums, and related activities",16619.9
6000,California,78,"        Amusement, gambling, and recreation industries",6835
6000,California,79,      Accommodation and food services,54372.7
6000,California,80,        Accommodation,13949.4
6000,California,81,        Food services and drinking places,40590.5
6000,California,82,    Other services (except government and government enterprises),39652.4
6000,California,83,  Government and government enterprises,286167.4
6000,California,84,    Federal civilian,43015.6
6000,California,85,    Military,24143.9
6000,California,86,    State and local,218901.7
6000,California,,Addenda:,
6000,California,87,Natural resources and mining,74005.6
6000,California,88,Trade,284472.1
6000,California,89,Transportation and utilities,101332.4
6000,California,90,Manufacturing and information,700981.2
6000,California,91,Private goods-producing industries 2/,516307.3
6000,California,92,Private services-providing industries 3/,1866800.7
8000,Colorado,1,All industry total,346011.3
8000,Colorado,2,  Private industries,305922.4
8000,Colorado,3,"    Agriculture, forestry, fishing and hunting",4119.5
8000,Colorado,4,      Farms,3805.6
8000,Colorado,5,"      Forestry, fishing, and related activities",359
8000,Colorado,6,"    Mining, quarrying, and oil and gas extraction",19885.4
8000,Colorado,7,      Oil and gas extraction,20088.1
8000,Colorado,8,      Mining (except oil and gas),1217.4
8000,Colorado,9,      Support activities for mining,1628.3
8000,Colorado,10,    Utilities,4179.8
8000,Colorado,11,    Construction,17094.7
8000,Colorado,12,    Manufacturing,23701.8
8000,Colorado,13,      Durable goods manufacturing,15030.2
8000,Colorado,14,        Wood product manufacturing,293.9
8000,Colorado,15,        Nonmetallic mineral product manufacturing,1141.5
8000,Colorado,16,        Primary metal manufacturing,480.8
8000,Colorado,17,        Fabricated metal product manufacturing,1441.4
8000,Colorado,18,        Machinery manufacturing,1219.1
8000,Colorado,19,        Computer and electronic product manufacturing,6323.7
8000,Colorado,20,"        Electrical equipment, appliance, and component manufacturing",325.5
8000,Colorado,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",125.8
8000,Colorado,22,        Other transportation equipment manufacturing,1537.4
8000,Colorado,23,        Furniture and related product manufacturing,487.6
8000,Colorado,24,        Miscellaneous manufacturing,1624.6
8000,Colorado,25,      Nondurable goods manufacturing,8670.7
8000,Colorado,26,        Food and beverage and tobacco product manufacturing,3901.3
8000,Colorado,27,        Textile mills and textile product mills,67.3
8000,Colorado,28,"        Apparel, leather, and allied product manufacturing",46.1
8000,Colorado,29,        Paper manufacturing,154.5
8000,Colorado,30,        Printing and related support activities,367.9
8000,Colorado,31,        Petroleum and coal products manufacturing,1647.4
8000,Colorado,32,        Chemical manufacturing,1704
8000,Colorado,33,        Plastics and rubber products manufacturing,811
8000,Colorado,34,    Wholesale trade,19456
8000,Colorado,35,    Retail trade,19578.8
8000,Colorado,36,    Transportation and warehousing,8574.2
8000,Colorado,37,      Air transportation,1948.2
8000,Colorado,38,      Rail transportation,470.6
8000,Colorado,39,      Water transportation,1.1
8000,Colorado,40,      Truck transportation,1833.1
8000,Colorado,41,      Transit and ground passenger transportation,438.9
8000,Colorado,42,      Pipeline transportation,1203.5
8000,Colorado,43,      Other transportation and support activities,1609.6
8000,Colorado,44,      Warehousing and storage,947.7
8000,Colorado,45,    Information,27135.9
8000,Colorado,46,      Publishing industries (except Internet),8495.5
8000,Colorado,47,      Motion picture and sound recording industries,425.8
8000,Colorado,48,      Broadcasting (except Internet) and telecommunications,11358.7
8000,Colorado,49,"      Data processing, hosting, and other information services",6727.6
8000,Colorado,50,"    Finance, insurance, real estate, rental, and leasing",65086.2
8000,Colorado,51,      Finance and insurance,17108.4
8000,Colorado,52,"        Monetary Authorities- central bank, credit intermediation, and related services",5920.5
8000,Colorado,53,"        Securities, commodity contracts, and other financial investments and related activities",2989.2
8000,Colorado,54,        Insurance carriers and related activities,8323.8
8000,Colorado,55,"        Funds, trusts, and other financial vehicles",171.2
8000,Colorado,56,      Real estate and rental and leasing,47953.8
8000,Colorado,57,        Real estate,44324.1
8000,Colorado,58,        Rental and leasing services and lessors of nonfinancial intangible assets,3582.1
8000,Colorado,59,    Professional and business services,55285.2
8000,Colorado,60,"      Professional, scientific, and technical services",36465.9
8000,Colorado,61,        Legal services,2955.8
8000,Colorado,62,        Computer systems design and related services,12253.3
8000,Colorado,63,"        Miscellaneous professional, scientific, and technical services",21646
8000,Colorado,64,      Management of companies and enterprises,9048.4
8000,Colorado,65,      Administrative and support and waste management and remediation services,9963.3
8000,Colorado,66,        Administrative and support services,9087.8
8000,Colorado,67,        Waste management and remediation services,874.1
8000,Colorado,68,"    Educational services, health care, and social assistance",23851.7
8000,Colorado,69,      Educational services,2659.6
8000,Colorado,70,      Health care and social assistance,21219.3
8000,Colorado,71,        Ambulatory health care services,12807
8000,Colorado,72,        Hospitals,4948.4
8000,Colorado,73,        Nursing and residential care facilities,1730.8
8000,Colorado,74,        Social assistance,1798.1
8000,Colorado,75,"    Arts, entertainment, recreation, accommodation, and food services",11958.2
8000,Colorado,76,"      Arts, entertainment, and recreation",3625.2
8000,Colorado,77,"        Performing arts, spectator sports, museums, and related activities",1333.2
8000,Colorado,78,"        Amusement, gambling, and recreation industries",2287.3
8000,Colorado,79,      Accommodation and food services,8312.8
8000,Colorado,80,        Accommodation,2340.4
8000,Colorado,81,        Food services and drinking places,5968.6
8000,Colorado,82,    Other services (except government and government enterprises),6476.8
8000,Colorado,83,  Government and government enterprises,40106.3
8000,Colorado,84,    Federal civilian,8658.4
8000,Colorado,85,    Military,4819.7
8000,Colorado,86,    State and local,26600.4
8000,Colorado,,Addenda:,
8000,Colorado,87,Natural resources and mining,24482
8000,Colorado,88,Trade,39012.6
8000,Colorado,89,Transportation and utilities,12725.7
8000,Colorado,90,Manufacturing and information,50360.8
8000,Colorado,91,Private goods-producing industries 2/,66264.8
8000,Colorado,92,Private services-providing industries 3/,239509.5
9000,Connecticut,1,All industry total,235888.6
9000,Connecticut,2,  Private industries,213416.9
9000,Connecticut,3,"    Agriculture, forestry, fishing and hunting",482.2
9000,Connecticut,4,      Farms,471.4
9000,Connecticut,5,"      Forestry, fishing, and related activities",36.6
9000,Connecticut,6,"    Mining, quarrying, and oil and gas extraction",184
9000,Connecticut,7,      Oil and gas extraction,0
9000,Connecticut,8,      Mining (except oil and gas),180.2
9000,Connecticut,9,      Support activities for mining,4.7
9000,Connecticut,10,    Utilities,4277.4
9000,Connecticut,11,    Construction,5474
9000,Connecticut,12,    Manufacturing,26928.4
9000,Connecticut,13,      Durable goods manufacturing,19461.9
9000,Connecticut,14,        Wood product manufacturing,58.6
9000,Connecticut,15,        Nonmetallic mineral product manufacturing,175
9000,Connecticut,16,        Primary metal manufacturing,741.4
9000,Connecticut,17,        Fabricated metal product manufacturing,2994.9
9000,Connecticut,18,        Machinery manufacturing,1370
9000,Connecticut,19,        Computer and electronic product manufacturing,2311.5
9000,Connecticut,20,"        Electrical equipment, appliance, and component manufacturing",1285.8
9000,Connecticut,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",375.9
9000,Connecticut,22,        Other transportation equipment manufacturing,7623.8
9000,Connecticut,23,        Furniture and related product manufacturing,154.2
9000,Connecticut,24,        Miscellaneous manufacturing,2518
9000,Connecticut,25,      Nondurable goods manufacturing,7494.3
9000,Connecticut,26,        Food and beverage and tobacco product manufacturing,1405.3
9000,Connecticut,27,        Textile mills and textile product mills,109.1
9000,Connecticut,28,"        Apparel, leather, and allied product manufacturing",36.7
9000,Connecticut,29,        Paper manufacturing,447
9000,Connecticut,30,        Printing and related support activities,451.3
9000,Connecticut,31,        Petroleum and coal products manufacturing,253.2
9000,Connecticut,32,        Chemical manufacturing,4230.1
9000,Connecticut,33,        Plastics and rubber products manufacturing,573.8
9000,Connecticut,34,    Wholesale trade,12431.9
9000,Connecticut,35,    Retail trade,12808.2
9000,Connecticut,36,    Transportation and warehousing,4336.2
9000,Connecticut,37,      Air transportation,145.8
9000,Connecticut,38,      Rail transportation,93.3
9000,Connecticut,39,      Water transportation,84.7
9000,Connecticut,40,      Truck transportation,697.4
9000,Connecticut,41,      Transit and ground passenger transportation,684.2
